"id. ID odpovede";"submitdate. Dátum odoslania";"lastpage. Posledná strana";"startlanguage. Začať jazyk";"seed. Seed";"startdate. Dátum začatia";"datestamp. Dátum poslednej akcie";"ipaddr. IP adresa";"G01Q00. V prípade, že pri vypĺňaní tohto dotazníka nepoužívate myš, prosím, nepokračujte.   Tento dotazník je nutné vypĺňať s použitím počítačovej myši.  V prípade, že nepoužívate počítačovú myš, prosím ďalej vo vypĺňaní dotazníka nepokračujte.    ";"G02Q00. Inštrukcie k Osobnostnému testu   V nasledujúcej časti budete vypĺňať osobnostný dotazník. Predstavte si, že dotazník vypĺňate, lebo sa uchádzate o vysnívanú prácu. Zamestnávateľ na základe Vašich odpovedí rozhodne, či Vás prijme, alebo nie. Je preto pre Vás výhodné vykresliť sa v čo najlepšom svetle.   Preto Vás žiadame, aby ste dotazník vyplnili tak, aby ste sa pre zamestnávateľa javili čo najatraktívnejšie. Odprezentujte sa tak, aby zamestnávateľ nemal pochybnosti o Vašom psychickom zdraví. Ak to bude nutné, klamte. No dávajte si pozor, aby Vaše klamstvá neboli príliš očividné.   Vaše odpovede sú anonymné. Dotazník pozostáva z tvrdení, s ktorými vyjadríte svoj súhlas na škále. Po prečítaní tvrdenia by ste mali odpovedať čo najrýchlejšie, keďže čas odozvy je dôležitým faktorom pri vyhodnocovaní dotazníka.   Vaše odpovede budú zaznamenané a použité pre potreby riešenia bakalárskeho projektu. Preto je dôležité dotazník vypĺňať zodpovedne.   ";"G02Q01. Som niekto, kto je spoločenský, rád trávi čas s inými ľuďmi ";"G02Q02. Som niekto, kto je súcitný, má dobré srdce ";"G02Q03. Som niekto, kto má sklon byť chaotický ";"G02Q04. Som niekto, kto je uvoľnený, dobre zvláda stres";"G02Q06. Som niekto, kto má asertívnu osobnosť, vyjadruje svoje názory";"G02Q07. Som niekto, kto je úctivý, správa sa k iným úctivo";"G02Q08. Som niekto, kto má sklon byť lenivý";"G02Q09. Som niekto, kto ostáva optimistický napriek prekážkam";"G02Q11. Som niekto, kto je málokedy pre niečo zapálený";"G02Q12. Som niekto, kto má sklon hľadať chyby v ostatných";"G02Q13. Som niekto, kto je spoľahlivý a dôsledný";"G02Q14. Som niekto, kto je náladový, máva výkyvy nálady";"G02Q16. Som niekto, kto má sklon byť tichý";"G02Q17. Som niekto, kto cíti málo pochopenia a súcitu k iným";"G02Q18. Som niekto, kto je systematický, rád udržiava veci v poriadku";"G02Q19. Som niekto, kto môže bývať napätý";"G02Q21. Som niekto, kto je dominantný, správa sa ako vodca ";"G02Q22. Som niekto, kto vyvoláva spory s inými";"G02Q23. Som niekto, komu robí problém začať nejakú úlohu ";"G02Q24. Som niekto, kto sa cíti sebaistý, je so sebou spokojný ";"G02Q26. Som niekto, kto je menej aktívny než ostatní ľudia";"G02Q27. Som niekto, kto má v povahe odpúšťať";"G02Q28. Som niekto, kto môže byť trochu nedbanlivý";"G02Q29. Som niekto, kto je emocionálne stabilný, neznepokojí sa tak ľahko";"G02Q31. Som niekto, kto je niekedy hanblivý, uzavretý";"G02Q32. Som niekto, kto je nápomocný a nezištný k iným";"G02Q33. Som niekto, kto udržuje svoje veci usporiadané a zorganizované";"G02Q34. Som niekto, kto sa veľa znepokojuje";"G02Q36. Som niekto, kto pokladá za ťažké ovplyvňovať ľudí";"G02Q37. Som niekto, kto je niekedy hrubý k iným";"G02Q38. Som niekto, kto je efektívny, veci dokončí";"G02Q39. Som niekto, kto sa často cíti smutný";"G02Q41. Som niekto, kto je plný energie";"G02Q42. Som niekto, kto je podozrievavý voči úmyslom iných";"G02Q43. Som niekto, kto je dôveryhodný, dá sa na neho vždy spoľahnúť";"G02Q44. Som niekto, kto má svoje emócie pod kontrolou";"G02Q46. Som niekto, kto je zhovorčivý";"G02Q47. Som niekto, kto môže byť chladný a ľahostajný";"G02Q48. Som niekto, kto zanecháva neporiadok, neupratuje";"G02Q49. Som niekto, kto zriedkakedy cíti úzkosť alebo obavy";"G02Q51. Som niekto, kto preferuje, aby iní robili rozhodnutia";"G02Q52. Som niekto, kto je slušný, zdvorilý voči iným";"G02Q53. Som niekto, kto je vytrvalý, pracuje pokiaľ nie je úloha dokončená";"G02Q54. Som niekto, kto má sklon cítiť sa skľúčený, skleslý";"G02Q56. Som niekto, kto prejavuje veľa nadšenia";"G02Q57. Som niekto, kto si myslí o ľuďoch to najlepšie ";"G02Q58. Som niekto, kto sa niekedy správa nezodpovedne";"G02Q59. Som niekto, kto je temperamentný, ľahko sa rozčúli";"G03Q00. Inštrukcie k demografickým otázkam   Práve ste vyplnili prvú časť dotazníka.  Teraz Vám položíme niekoľko otázok o Vás. Na otázky odpovedajte pravdivo.  Vaše odpovede budú zaznamenané a použité pre potreby riešenia bakalárskeho projektu. Preto je dôležité dotazník vypĺňať zodpovedne.   ";"G03Q01. Zvoľte odpoveď Nesúhlasím ";"G03Q02. Moja schopnosť pracovať s počítačom je na vysokej úrovni ";"G03Q03. Moja znalosť Slovenského jazyka je výborná ";"G03Q04. Moja znalosť Anglického jazyka je výborná";"G03Q05. Moja znalosť Nemeckého jazyka je výborná";"G03Q06. Aký je Váš súčasný rodinný stav? ";"G03Q07. Do akej vekovej kategórie patríte?";"G03Q08. Aké je Vaše najvyššie dosiahnuté vzdelanie? ";"G03Q09. Čo najlepšie vystihuje Váš súčasný pracovný stav? ";"G03Q10. Koľko osôb, žije vo vašej domácnosti vrátane Vás?";"G03Q11. Koľkokrát ste zmenili zamestnanie? ";"G03Q12. Aké je Vaše pohlavie? ";"G03Q13. Dostali ste niekedy z práce výpoveď? ";"G03Q14. Boli ste niekedy dlhodobo nezamestnaní (viac ako 6 mesiacov nezamestnaný, aktívne si hľadajúci zamestnanie)?";"G03Q15. Do poľa nižšie napíšte svoj tip na tému, na ktorú je podľa vás výskum zameraný:";"interviewtime. Celkový čas";"groupTime39. čas skupiny: Myš";"G01Q00Time. Čas otázky: G01Q00";"groupTime37. čas skupiny: Osobnostný test";"G02Q00Time. Čas otázky: G02Q00";"G02Q01Time. Čas otázky: G02Q01";"G02Q02Time. Čas otázky: G02Q02";"G02Q03Time. Čas otázky: G02Q03";"G02Q04Time. Čas otázky: G02Q04";"G02Q06Time. Čas otázky: G02Q06";"G02Q07Time. Čas otázky: G02Q07";"G02Q08Time. Čas otázky: G02Q08";"G02Q09Time. Čas otázky: G02Q09";"G02Q11Time. Čas otázky: G02Q11";"G02Q12Time. Čas otázky: G02Q12";"G02Q13Time. Čas otázky: G02Q13";"G02Q14Time. Čas otázky: G02Q14";"G02Q16Time. Čas otázky: G02Q16";"G02Q17Time. Čas otázky: G02Q17";"G02Q18Time. Čas otázky: G02Q18";"G02Q19Time. Čas otázky: G02Q19";"G02Q21Time. Čas otázky: G02Q21";"G02Q22Time. Čas otázky: G02Q22";"G02Q23Time. Čas otázky: G02Q23";"G02Q24Time. Čas otázky: G02Q24";"G02Q26Time. Čas otázky: G02Q26";"G02Q27Time. Čas otázky: G02Q27";"G02Q28Time. Čas otázky: G02Q28";"G02Q29Time. Čas otázky: G02Q29";"G02Q31Time. Čas otázky: G02Q31";"G02Q32Time. Čas otázky: G02Q32";"G02Q33Time. Čas otázky: G02Q33";"G02Q34Time. Čas otázky: G02Q34";"G02Q36Time. Čas otázky: G02Q36";"G02Q37Time. Čas otázky: G02Q37";"G02Q38Time. Čas otázky: G02Q38";"G02Q39Time. Čas otázky: G02Q39";"G02Q41Time. Čas otázky: G02Q41";"G02Q42Time. Čas otázky: G02Q42";"G02Q43Time. Čas otázky: G02Q43";"G02Q44Time. Čas otázky: G02Q44";"G02Q46Time. Čas otázky: G02Q46";"G02Q47Time. Čas otázky: G02Q47";"G02Q48Time. Čas otázky: G02Q48";"G02Q49Time. Čas otázky: G02Q49";"G02Q51Time. Čas otázky: G02Q51";"G02Q52Time. Čas otázky: G02Q52";"G02Q53Time. Čas otázky: G02Q53";"G02Q54Time. Čas otázky: G02Q54";"G02Q56Time. Čas otázky: G02Q56";"G02Q57Time. Čas otázky: G02Q57";"G02Q58Time. Čas otázky: G02Q58";"G02Q59Time. Čas otázky: G02Q59";"groupTime38. čas skupiny: Niekoľko otázok o Vás";"G03Q00Time. Čas otázky: G03Q00";"G03Q01Time. Čas otázky: G03Q01";"G03Q02Time. Čas otázky: G03Q02";"G03Q03Time. Čas otázky: G03Q03";"G03Q04Time. Čas otázky: G03Q04";"G03Q05Time. Čas otázky: G03Q05";"G03Q06Time. Čas otázky: G03Q06";"G03Q07Time. Čas otázky: G03Q07";"G03Q08Time. Čas otázky: G03Q08";"G03Q09Time. Čas otázky: G03Q09";"G03Q10Time. Čas otázky: G03Q10";"G03Q11Time. Čas otázky: G03Q11";"G03Q12Time. Čas otázky: G03Q12";"G03Q13Time. Čas otázky: G03Q13";"G03Q14Time. Čas otázky: G03Q14";"G03Q15Time. Čas otázky: G03Q15"
"5";"2022-03-27 22:02:18";"66";"sk";"430926761";"2022-03-27 22:00:55";"2022-03-27 22:02:18";"147.175.182.61";"";"";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Slobodný/á";"16-30";"SŠ s maturitou";"Plný úväzok";"5+";"0 (Nezmenil/a)";"Muž";"Áno";"Nie";"Testovacie vyplnenie dotazníka - Vylúčiť zo štúdie";"111.19";"";"1.57";"";"2.2";"1.9";"2.05";"1.02";"1.04";"1.21";"1.33";"1.34";"4.59";"1.32";"1.75";"2.05";"1.05";"1.06";"1.11";"1.34";"1.5";"1.55";"1.56";"1.61";"1.76";"2.08";"1.73";"1.75";"1.79";"2.1";"1.3";"1.34";"1.42";"1.57";"1.79";"2.02";"1.03";"1.1";"1.15";"1.32";"1.7";"1.82";"1.87";"1.98";"1.07";"1.3";"1.39";"1.42";"1.44";"1.5";"1.68";"1.71";"1.7";"";"1.81";"2.65";"1.75";"1.77";"1.95";"1.2";"1.46";"1.49";"1.61";"1.78";"2.01";"1.33";"1.44";"1.66";"1.87";"5.43"
"6";"2022-03-29 11:03:59";"66";"sk";"1445944018";"2022-03-29 10:50:48";"2022-03-29 11:03:59";"92.52.47.227";"";"";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Nesúhlasím";"Neutrálne";"Vôbec nesúhlasím";"Nesúhlasím";"Súhlasím";"Vôbec nesúhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Neutrálne";"Nesúhlasím";"Vôbec nesúhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Súhlasím";"Nesúhlasím";"Úplne súhlasím";"Nesúhlasím";"Neutrálne";"Úplne súhlasím";"Súhlasím";"Súhlasím";"Neutrálne";"Súhlasím";"Neutrálne";"Súhlasím";"Nesúhlasím";"Neutrálne";"Nesúhlasím";"Súhlasím";"Úplne súhlasím";"Neutrálne";"Vôbec nesúhlasím";"Vôbec nesúhlasím";"Neutrálne";"Nesúhlasím";"Úplne súhlasím";"Súhlasím";"Nesúhlasím";"Neutrálne";"Neutrálne";"Vôbec nesúhlasím";"Vôbec nesúhlasím";"";"Nesúhlasím";"Úplne súhlasím";"Úplne súhlasím";"Súhlasím";"Nesúhlasím";"Slobodný/á";"16-30";"SŠ s maturitou";"Študent";"2";"1";"Muž";"Nie";"Áno";"Popravde si neviem predstaviť.";"817.88";"";"10.31";"";"35.55";"15.57";"5.21";"4.69";"6.98";"4.6";"6.08";"3.32";"4.06";"5.63";"6.57";"3.41";"4.35";"3.82";"4.76";"5.65";"5.51";"3.83";"3.85";"5.65";"5.12";"3.68";"5.96";"3.42";"6.32";"4.79";"4.88";"4.46";"4.24";"6.08";"6.16";"4.01";"2.81";"5.04";"5.17";"4.43";"4.16";"4.98";"3.3";"5.96";"10.98";"7.02";"3.43";"5.87";"7.5";"6.87";"5.22";"3.66";"4.2";"";"8.42";"3.93";"3.81";"3.94";"2.6";"3.7";"7.42";"4.45";"4.91";"6.09";"5.1";"9.14";"2.89";"4.33";"5.51";"442.52"
"7";"";"";"sk";"430335973";"2022-03-29 10:58:04";"2022-03-29 10:58:04";"147.175.190.171";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"2022-03-29 11:49:25";"66";"sk";"1313525205";"2022-03-29 11:40:05";"2022-03-29 11:49:25";"89.173.35.172";"";"";"Nesúhlasím";"Súhlasím";"Súhlasím";"Súhlasím";"Neutrálne";"Úplne súhlasím";"Úplne súhlasím";"Nesúhlasím";"Súhlasím";"Súhlasím";"Súhlasím";"Úplne súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Súhlasím";"Súhlasím";"Vôbec nesúhlasím";"Vôbec nesúhlasím";"Súhlasím";"Nesúhlasím";"Súhlasím";"Nesúhlasím";"Nesúhlasím";"Nesúhlasím";"Úplne súhlasím";"Súhlasím";"Súhlasím";"Nesúhlasím";"Súhlasím";"Nesúhlasím";"Úplne súhlasím";"Nesúhlasím";"Súhlasím";"Neutrálne";"Úplne súhlasím";"Súhlasím";"Nesúhlasím";"Nesúhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Súhlasím";"Úplne súhlasím";"Úplne súhlasím";"Súhlasím";"Nesúhlasím";"Neutrálne";"Nesúhlasím";"Nesúhlasím";"";"Nesúhlasím";"Úplne súhlasím";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Slobodný/á";"16-30";"SŠ s maturitou";"Študent";"4";"0 (Nezmenil/a)";"Muž";"Nie";"Nie";"Správanie ľudí v dotazníkoch";"590.25";"";"12.95";"";"50.09";"10.86";"9.83";"12.74";"7.16";"6.37";"4.54";"4.68";"32.82";"7.83";"6.9";"7.69";"3.89";"4.04";"5.01";"4.53";"4.6";"4.6";"4.44";"4.33";"14.69";"4.49";"4.79";"6.05";"4.44";"4.01";"5.32";"15.06";"7.38";"7.65";"4.4";"6.16";"4.23";"3.97";"7.08";"4.31";"4.14";"4.86";"6.79";"4.55";"7.31";"5.97";"3.09";"4.75";"7.16";"4.83";"6.75";"4.88";"9.28";"";"8.03";"8.17";"5.78";"3.53";"3.84";"5.16";"6.64";"3.68";"6.28";"5.8";"4.71";"7.92";"4.33";"3.6";"8.03";"116.46"
"9";"";"";"sk";"1579227506";"2022-03-29 11:45:48";"2022-03-29 11:45:48";"147.175.190.171";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"2022-03-29 13:07:38";"66";"sk";"1979816098";"2022-03-29 13:00:47";"2022-03-29 13:07:38";"188.167.251.49";"";"";"Úplne súhlasím";"Súhlasím";"Neutrálne";"Neutrálne";"Neutrálne";"Úplne súhlasím";"Nesúhlasím";"Neutrálne";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Úplne súhlasím";"Nesúhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Vôbec nesúhlasím";"Neutrálne";"Vôbec nesúhlasím";"Úplne súhlasím";"Nesúhlasím";"Úplne súhlasím";"Nesúhlasím";"Úplne súhlasím";"Úplne súhlasím";"Nesúhlasím";"Neutrálne";"Vôbec nesúhlasím";"Úplne súhlasím";"Nesúhlasím";"Súhlasím";"Neutrálne";"Úplne súhlasím";"Úplne súhlasím";"Súhlasím";"Nesúhlasím";"Vôbec nesúhlasím";"Súhlasím";"Neutrálne";"Úplne súhlasím";"Súhlasím";"Nesúhlasím";"Neutrálne";"Nesúhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"";"Nesúhlasím";"Úplne súhlasím";"Úplne súhlasím";"Súhlasím";"Vôbec nesúhlasím";"Slobodný/á";"16-30";"SŠ s maturitou";"Študent";"2";"0 (Nezmenil/a)";"Muž";"Nie";"Nie";"detekcia klamania v dotaznikoch na internete";"437.49";"";"6.61";"";"45.89";"15.48";"6.72";"7.32";"7.72";"5.97";"5.24";"8.39";"4.71";"6.34";"6.24";"3.37";"4.29";"7.36";"6.18";"3.18";"6.31";"5.1";"8.16";"4.57";"7.41";"12.81";"6.81";"5.51";"6.11";"4.81";"4.41";"3.83";"5.14";"4.87";"4.18";"4.23";"3.97";"4.75";"7.36";"3.92";"3.71";"4.82";"4.44";"5.04";"8.04";"4.47";"4.69";"4.55";"6.24";"4.29";"5.4";"8.67";"3.47";"";"6.78";"6.82";"6.06";"2.88";"4.45";"3.59";"5.06";"3.98";"4.98";"4.47";"5.01";"3.47";"3.05";"3.57";"9";"31.22"
"11";"";"8";"sk";"540811884";"2022-03-29 15:02:15";"2022-03-29 15:03:06";"147.175.162.37";"";"";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Úplne súhlasím";"Súhlasím";"Úplne súhlasím";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54.85";"";"8.19";"";"2.55";"17.45";"5.4";"6.21";"3.49";"7.64";"3.92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"";"2";"sk";"51246747";"2022-03-30 06:57:51";"2022-03-30 06:58:00";"193.87.171.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10.04";"";"5.88";"";"4.16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"2022-03-30 07:41:01";"66";"sk";"1568996729";"2022-03-30 07:34:00";"2022-03-30 07:41:01";"193.87.171.4";"";"";"Úplne súhlasím";"Súhlasím";"Vôbec nesúhlasím";"Súhlasím";"Úplne súhlasím";"Súhlasím";"Vôbec nesúhlasím";"Súhlasím";"Vôbec nesúhlasím";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Neutrálne";"Úplne súhlasím";"Nesúhlasím";"Úplne súhlasím";"Nesúhlasím";"Vôbec nesúhlasím";"Neutrálne";"Vôbec nesúhlasím";"Neutrálne";"Vôbec nesúhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Súhlasím";"Úplne súhlasím";"Nesúhlasím";"Vôbec nesúhlasím";"Nesúhlasím";"Úplne súhlasím";"Nesúhlasím";"Súhlasím";"Úplne súhlasím";"Úplne súhlasím";"Súhlasím";"Neutrálne";"Nesúhlasím";"Vôbec nesúhlasím";"Súhlasím";"Vôbec nesúhlasím";"Úplne súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Neutrálne";"Súhlasím";"Vôbec nesúhlasím";"Neutrálne";"";"Nesúhlasím";"Neutrálne";"Súhlasím";"Úplne súhlasím";"Vôbec nesúhlasím";"Slobodný/á";"16-30";"Základné";"Študent";"3";"0 (Nezmenil/a)";"Žena";"Nie";"Nie";"výber participanta na trhu práce, jeho ideálne vlastnosti ";"450.64";"";"7.63";"";"33.44";"13.17";"5.6";"5.26";"5.49";"6.4";"4.15";"3.62";"5.7";"7.33";"4.69";"4.07";"6.03";"4.35";"5.32";"4.19";"3.48";"3.87";"5.92";"6.99";"5.08";"6.16";"6.34";"4.31";"4.59";"4.72";"10.31";"5.79";"5.1";"9.08";"6.3";"9.14";"4.98";"3.11";"4.66";"4.78";"4.15";"3.27";"3.36";"10.5";"8.12";"4.2";"10.66";"10.48";"4.08";"4.97";"3.8";"4.77";"12.8";"";"9.34";"9.01";"8.25";"3.77";"3.77";"7.11";"5.02";"3.74";"8.24";"5.8";"4.16";"3.35";"3.77";"4.19";"3.82";"40.99"
"14";"";"4";"sk";"1748897599";"2022-03-30 07:34:26";"2022-03-30 07:35:10";"193.87.171.4";"";"";"Neutrálne";"Neutrálne";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"45.97";"";"6.49";"";"2.63";"34.01";"2.84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
